data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9866666666666667,0.9444444444444444,1.0,1.0
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9916666666666667
data\weak_arrows\train.csv,30,0.933791208791209,0.6511823361823363,0.9848484848484849,0.9065740740740743
data\weak_arrows_binary_t\train.csv,30,0.9670329670329672,0.853174603174603,0.9818181818181818,0.9479933493865381
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9204212454212454,0.61501443001443,0.9659090909090912,0.9901098901098901
data\large_backdoor_binary_t\train.csv,30,0.9466006216006217,0.7568350168350171,0.9633333333333332,0.8949092574092575
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.5666666666666667
data\mixed_confounding\train.csv,30,0.9521825396825397,0.6444444444444444,0.8979146141215107,0.9290046211098845
data\mixed_simpson\train.csv,30,0.9777777777777776,0.9777777777777776,1.0,0.9388888888888888
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9933333333333334,0.9722222222222221,1.0,1.0
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9916666666666667
data\weak_arrows\train.csv,30,0.9350427350427352,0.6895337995337993,0.981818181818182,0.908703990368077
data\weak_arrows_binary_t\train.csv,30,0.9575091575091577,0.846794871794872,0.9727272727272729,0.864423954173584
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9024725274725276,0.6267637917637919,0.9691919191919193,0.9952380952380953
data\large_backdoor_binary_t\train.csv,30,0.9143939393939391,0.6460353535353536,0.9699999999999999,0.9397795260295261
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.6666666666666666
data\mixed_confounding\train.csv,30,0.9644444444444445,0.6555555555555556,0.919504652435687,0.8817866068193665
data\mixed_simpson\train.csv,30,0.9944444444444444,0.9944444444444444,0.9888888888888888,0.9611111111111109
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,1.0,1.0,1.0,0.9619047619047619
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.9164529914529919,0.6693134643134648,0.9757575757575759,0.9143419619309713
data\weak_arrows_binary_t\train.csv,30,0.9646520146520147,0.7222832722832723,0.9757575757575759,0.8773584287516175
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9403235653235655,0.6383964183964184,0.968939393939394,0.9952380952380951
data\large_backdoor_binary_t\train.csv,30,0.9118686868686869,0.6757407407407409,0.9599999999999999,0.8670833333333334
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.6666666666666666
data\mixed_confounding\train.csv,30,0.9608333333333334,0.6555555555555556,0.8801039956212372,0.9346420864996716
data\mixed_simpson\train.csv,30,0.9944444444444444,0.9944444444444444,1.0,0.9555555555555554
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9733333333333334,0.8888888888888891,1.0,0.9933333333333334
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9833333333333333
data\weak_arrows\train.csv,30,0.910592185592186,0.6302471602471604,0.987878787878788,0.9053263673890609
data\weak_arrows_binary_t\train.csv,30,0.9670329670329672,0.8267765567765567,0.9757575757575758,0.8814350098035655
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9250305250305252,0.6624107374107374,0.9494949494949497,0.9952380952380951
data\large_backdoor_binary_t\train.csv,30,0.9520396270396272,0.7686724386724387,0.9666666666666665,0.9091193528693532
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.7666666666666667
data\mixed_confounding\train.csv,30,0.9531454248366014,0.6444444444444444,0.8777663011812069,0.9365653438408856
data\mixed_simpson\train.csv,30,0.9888888888888888,0.9888888888888888,1.0,0.9611111111111109
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.98,0.9166666666666666,1.0,1.0
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.9354700854700856,0.6756060606060609,0.96969696969697,0.9316316936131177
data\weak_arrows_binary_t\train.csv,30,0.9595238095238096,0.7752197802197802,0.9732323232323233,0.842005553810642
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9122405372405373,0.6394126244126245,0.957828282828283,0.9923076923076923
data\large_backdoor_binary_t\train.csv,30,0.9601010101010101,0.753752913752914,0.9666666666666665,0.9136645299145302
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.7666666666666667
data\mixed_confounding\train.csv,30,0.9738888888888889,0.7466666666666666,0.9072359058565955,0.8761855517892669
data\mixed_simpson\train.csv,30,1.0,1.0,1.0,0.9666666666666667
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9800000000000001,0.9166666666666666,1.0,0.9361904761904761
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.9259768009768012,0.6763847263847261,0.9878787878787879,0.9274479052652426
data\weak_arrows_binary_t\train.csv,30,0.9593406593406594,0.7741391941391941,0.9727272727272728,0.8711150179046262
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9314713064713066,0.5642916342916343,0.9714646464646465,0.9950549450549452
data\large_backdoor\train.csv,30,0.9490231990231993,0.6986153661153659,0.9772727272727273,0.9911111111111112
data\large_backdoor_binary_t\train.csv,30,0.928030303030303,0.737037037037037,0.9733333333333332,0.8823031135531136
data\large_backdoor_binary_t\train.csv,30,0.9456293706293707,0.7657744107744109,0.9606060606060605,0.9611111111111115
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.6333333333333333
data\lingauss\train.csv,30,1.0,1.0,1.0,0.7
data\mixed_confounding\train.csv,30,0.9576190476190477,0.6388888888888888,0.9008675424192667,0.906127014100283
data\mixed_confounding\train.csv,30,0.9616176470588235,0.7817460317460316,0.8943459222769569,0.9218357253341775
data\mixed_simpson\train.csv,30,0.9888888888888888,0.9888888888888888,0.9888888888888888,0.9388888888888887
data\mixed_simpson\train.csv,30,1.0,1.0,1.0,0.9499999999999998
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9866666666666667,0.9444444444444445,1.0,0.9361904761904761
data\nonlin_simpson\train.csv,30,0.9866666666666667,0.9444444444444445,1.0,0.9809523809523809
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.9143772893772896,0.6650686350686354,0.9757575757575758,0.9315571608760461
data\weak_arrows\train.csv,30,0.9163919413919414,0.6432867132867134,0.984848484848485,0.9112574532737073
data\weak_arrows_binary_t\train.csv,30,0.9641025641025642,0.8175213675213675,0.9737373737373738,0.8961529641096202
data\weak_arrows_binary_t\train.csv,30,0.9717948717948719,0.8571428571428571,0.9853535353535354,0.8074246072698085
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9415750915750917,0.693869648869649,0.976767676767677,0.9952380952380953
data\large_backdoor_binary_t\train.csv,30,0.9356254856254859,0.7955074555074556,0.9599999999999999,0.8850096961861669
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.7333333333333333
data\mixed_confounding\train.csv,30,0.9629166666666668,0.6611111111111111,0.9034151310588094,0.9255425104651113
data\mixed_simpson\train.csv,30,1.0,1.0,1.0,0.9666666666666666
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,1.0,1.0,1.0,0.9238095238095237
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.9100427350427351,0.6753043253043255,0.9939393939393939,0.9039181286549708
data\weak_arrows_binary_t\train.csv,30,0.9622710622710624,0.8316239316239317,0.9818181818181818,0.9157952069716775
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9291819291819293,0.7030670255670255,0.9537878787878789,0.99010989010989
data\large_backdoor_binary_t\train.csv,30,0.954040404040404,0.7429292929292929,0.9706060606060606,0.922867132867133
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.5333333333333333
data\mixed_confounding\train.csv,30,0.956388888888889,0.7266666666666666,0.897216748768473,0.8945535710147203
data\mixed_simpson\train.csv,30,1.0,1.0,0.9666666666666667,0.9555555555555554
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9933333333333334,0.9722222222222222,1.0,0.9809523809523809
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9833333333333333
data\weak_arrows\train.csv,30,0.9113247863247865,0.6160880785880786,0.981818181818182,0.939079807361541
data\weak_arrows_binary_t\train.csv,30,0.9527472527472529,0.7824404761904762,0.9787878787878788,0.9139597359411602
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9167887667887669,0.6040662115662114,0.9750000000000001,0.9899267399267401
data\large_backdoor_binary_t\train.csv,30,0.9503885003885004,0.7392352092352094,0.9633333333333332,0.9042094017094018
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.7666666666666667
data\mixed_confounding\train.csv,30,0.9544444444444445,0.7650793650793651,0.9133470169677068,0.953221529398
data\mixed_simpson\train.csv,30,0.9833333333333333,0.9833333333333333,1.0,0.9444444444444443
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,1.0,1.0,1.0,0.9428571428571428
data\symprod_simpson\train.csv,30,1.0,1.0,0.9916666666666667,0.9783333333333334
data\weak_arrows\train.csv,30,0.907594627594628,0.6599364524364525,0.987878787878788,0.9002517732239095
data\weak_arrows_binary_t\train.csv,30,0.9617216117216117,0.7622100122100121,0.9762626262626264,0.8674441503018698
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9419108669108669,0.6348852073852073,0.9803030303030305,0.995054945054945
data\large_backdoor_binary_t\train.csv,30,0.9389471639471639,0.7613443963443964,0.9766666666666666,0.9220056332556332
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.5333333333333333
data\mixed_confounding\train.csv,30,0.9670833333333334,0.6777777777777778,0.9176135741652985,0.9420477699115469
data\mixed_simpson\train.csv,30,0.9888888888888888,0.9888888888888888,0.9888888888888889,0.9666666666666666
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9800000000000001,0.9166666666666667,1.0,0.8857142857142857
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9916666666666667
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.9212759462759463,0.6439610389610392,0.9757575757575759,0.8975302430913886
data\weak_arrows_binary_t\train.csv,30,0.9545787545787547,0.8026862026862026,0.9606060606060606,0.8802394146064221
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9173992673992675,0.635947940947941,0.9631313131313133,0.9928571428571428
data\large_backdoor_binary_t\train.csv,30,0.9217171717171718,0.7933417508417508,0.9499999999999996,0.9351114163614164
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.6666666666666666
data\mixed_confounding\train.csv,30,0.958888888888889,0.6055555555555555,0.8680760810071156,0.9286079508766529
data\mixed_simpson\train.csv,30,0.9944444444444444,0.9944444444444444,0.9888888888888888,0.9444444444444442
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9933333333333334,0.9722222222222221,1.0,0.917142857142857
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.920750915750916,0.6925174825174826,0.9818181818181818,0.9108020869166379
data\weak_arrows_binary_t\train.csv,30,0.9490842490842493,0.8033943833943834,0.9616161616161616,0.9169787213130864
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9272588522588524,0.6077196877196879,0.9464646464646466,0.9807203907203907
data\large_backdoor_binary_t\train.csv,30,0.9516899766899769,0.7869528619528622,0.953333333333333,0.9167636530136531
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.9
data\mixed_confounding\train.csv,30,0.9500000000000001,0.6978571428571427,0.8811137776655019,0.9428271035952922
data\mixed_simpson\train.csv,30,0.9944444444444446,0.9944444444444446,0.9888888888888889,0.9444444444444445
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9800000000000001,0.9166666666666667,1.0,1.0
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9833333333333333
data\weak_arrows\train.csv,30,0.902686202686203,0.6683967883967886,0.9878787878787879,0.9059469957573675
data\weak_arrows_binary_t\train.csv,30,0.9794871794871796,0.8731318681318682,0.9787878787878789,0.8936739404635488
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9143467643467644,0.6606796906796907,0.9578282828282829,0.9902930402930401
data\large_backdoor_binary_t\train.csv,30,0.9205516705516708,0.7359788359788361,0.9566666666666664,0.8841103341103341
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.5333333333333333
data\mixed_confounding\train.csv,30,0.961388888888889,0.755,0.9118719211822663,0.9162468366802732
data\mixed_simpson\train.csv,30,0.9833333333333332,0.9833333333333332,1.0,0.9499999999999998
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9800000000000001,0.9166666666666667,1.0,0.9619047619047619
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9833333333333333
data\weak_arrows\train.csv,30,0.9188034188034191,0.6538966588966592,0.993939393939394,0.9164981080151359
data\weak_arrows_binary_t\train.csv,30,0.9692307692307693,0.7619230769230769,0.9848484848484849,0.8521698534486258
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9270451770451771,0.6104604654604657,0.9520202020202023,0.9880952380952379
data\large_backdoor_binary_t\train.csv,30,0.9398989898989899,0.7607070707070707,0.9733333333333332,0.9038034188034189
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.7333333333333333
data\mixed_confounding\train.csv,30,0.9497222222222224,0.6244444444444444,0.8970908593322388,0.8741609168042002
data\mixed_simpson\train.csv,30,0.9944444444444446,0.9944444444444446,1.0,0.9666666666666666
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,1.0,1.0,1.0,0.917142857142857
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.9149572649572651,0.6990870240870242,0.9878787878787879,0.9158370599701869
data\weak_arrows_binary_t\train.csv,30,0.9575091575091577,0.7224053724053724,0.9762626262626262,0.7976459940701428
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9155982905982908,0.638847263847264,0.9691919191919194,0.983150183150183
data\large_backdoor_binary_t\train.csv,30,0.9426767676767677,0.8131818181818186,0.9733333333333332,0.8717292429792429
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.6333333333333333
data\mixed_confounding\train.csv,30,0.9562301587301588,0.755,0.8904022988505748,0.8914728729056612
data\mixed_simpson\train.csv,30,1.0,1.0,1.0,0.961111111111111
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.98,0.9166666666666666,1.0,0.8666666666666667
data\symprod_simpson\train.csv,30,1.0,1.0,0.9916666666666667,0.9866666666666667
data\weak_arrows\train.csv,30,0.8833882783882785,0.6293206793206796,0.9818181818181819,0.9095692867790391
data\weak_arrows_binary_t\train.csv,30,0.9547313797313798,0.7954273504273502,0.9702020202020203,0.85175584599464
data\large_backdoor\train.csv,30,0.9133089133089136,0.5950335775335776,0.9719696969696973,0.9820741758241758
data\large_backdoor_binary_t\train.csv,30,0.9468919968919971,0.7490909090909094,0.9699999999999999,0.8933547008547009
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.5666666666666667
data\mixed_confounding\train.csv,30,0.956388888888889,0.7355555555555554,0.9406020799124248,0.9078310643644721
data\mixed_simpson\train.csv,30,0.9888888888888888,0.9888888888888888,1.0,0.9499999999999998
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9800000000000001,0.9166666666666666,1.0,0.9809523809523809
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9833333333333333
data\weak_arrows\train.csv,30,0.9109279609279611,0.5881620231620232,0.9727272727272728,0.9143419619309714
data\weak_arrows_binary_t\train.csv,30,0.961904761904762,0.791056166056166,0.9671717171717172,0.8649137407314819
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9567460317460318,0.6759939134939136,0.9744949494949497,0.9948717948717949
data\large_backdoor_binary_t\train.csv,30,0.9510101010101011,0.7595238095238096,0.97,0.8584082584082586
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.7666666666666667
data\mixed_confounding\train.csv,30,0.9625000000000001,0.788888888888889,0.905057471264368,0.9351441678376664
data\mixed_simpson\train.csv,30,1.0,1.0,1.0,0.9777777777777777
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9800000000000001,0.9166666666666666,1.0,0.9619047619047618
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.8999084249084252,0.6711344211344209,0.987878787878788,0.9158690230478156
data\weak_arrows_binary_t\train.csv,30,0.9545787545787547,0.7867277167277167,0.9762626262626263,0.8686215307378988
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9357142857142858,0.7055579605579607,0.9661616161616161,0.995054945054945
data\large_backdoor_binary_t\train.csv,30,0.9333916083916084,0.740958670958671,0.9733333333333332,0.882550505050505
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.7
data\mixed_confounding\train.csv,30,0.9475000000000001,0.7283333333333333,0.9002983032293379,0.8889063073904121
data\mixed_simpson\train.csv,30,0.9888888888888889,0.9888888888888889,1.0,0.9388888888888888
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,1.0,1.0,1.0,0.980952380952381
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9916666666666667
data\weak_arrows\train.csv,30,0.9047008547008548,0.6060811410811412,0.987878787878788,0.9065270611168444
data\weak_arrows_binary_t\train.csv,30,0.961904761904762,0.747130647130647,0.981818181818182,0.8783603296391019
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9272588522588524,0.7233636733636732,0.9494949494949495,0.99010989010989
data\large_backdoor_binary_t\train.csv,30,0.9289238539238541,0.7175685425685427,0.9633333333333332,0.9044551282051284
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.6666666666666666
data\mixed_confounding\train.csv,30,0.9583333333333335,0.7799999999999999,0.8654105090311989,0.8961560546476668
data\mixed_simpson\train.csv,30,0.9944444444444444,0.9944444444444444,0.9666666666666667,0.9555555555555555
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9800000000000001,0.9166666666666667,1.0,0.9047619047619048
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.9180708180708183,0.6322181522181524,0.9909090909090909,0.910144622176356
data\weak_arrows_binary_t\train.csv,30,0.9567765567765568,0.8383577533577534,0.9696969696969698,0.8844485076003449
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9237484737484738,0.6379317904317905,0.9664141414141416,0.9926739926739927
data\large_backdoor_binary_t\train.csv,30,0.9324592074592075,0.7217436267436269,0.9699999999999999,0.8952899877899879
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.6666666666666666
data\mixed_confounding\train.csv,30,0.9629166666666668,0.7345238095238095,0.848218049298509,0.8821603027175784
data\mixed_simpson\train.csv,30,0.9777777777777777,0.9777777777777777,1.0,0.9222222222222222
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,0.9866666666666667,0.9444444444444444,1.0,0.9238095238095239
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,0.9916666666666667
data\weak_arrows\train.csv,30,0.9180708180708184,0.6104636104636104,0.987878787878788,0.9071076383769884
data\weak_arrows_binary_t\train.csv,30,0.9595238095238096,0.7948412698412698,0.9757575757575758,0.8892306426765977
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9362332112332113,0.6450795500795501,0.9628787878787879,0.995054945054945
data\large_backdoor_binary_t\train.csv,30,0.9303030303030303,0.7772390572390573,0.9666666666666665,0.9022068046332754
data\linexp\train.csv,30,1.0,1.0,1.0,1.0
data\lingauss\train.csv,30,1.0,1.0,1.0,0.5333333333333333
data\mixed_confounding\train.csv,30,0.9647222222222224,0.7657142857142857,0.8935659551176793,0.9118199539252171
data\mixed_simpson\train.csv,30,1.0,1.0,1.0,0.9555555555555555
data\nonlingauss\train.csv,30,0.0,0.0,0.0,0.0
data\nonlin_simpson\train.csv,30,1.0,1.0,1.0,0.980952380952381
data\symprod_simpson\train.csv,30,1.0,1.0,1.0,1.0
data\weak_arrows\train.csv,30,0.9122100122100124,0.6454079254079257,0.9787878787878788,0.8941100504529298
data\weak_arrows_binary_t\train.csv,30,0.9772893772893774,0.8510225885225885,0.9757575757575758,0.8550131634143614
data\cat_chain\train.csv,30,1.0,1.0,1.0,1.0
data\cat_collider\train.csv,30,1.0,0.0,1.0,1.0
data\cat_to_cts\train.csv,30,1.0,1.0,1.0,1.0
data\cts_to_cat\train.csv,30,1.0,1.0,1.0,1.0
data\large_backdoor\train.csv,30,0.9155372405372407,0.6367288267288269,0.9547979797979801,1.0
